Rs,u2,Tmax,Tmin,RH,pr,ETo
21.2,1.9,32.1,24.9,79.8,7.3,4.7
19.3,2.0,32.2,25.5,86.4,5.9,4.2
13.8,2.6,31.2,24.7,85.9,12.5,3.3
13.1,1.4,30.5,24.6,85.2,0.5,3.1
8.8,1.0,27.1,24.1,91.6,16.9,2.0
16.5,1.6,31.2,24.0,86.6,26.7,3.6
9.6,1.6,28.1,24.3,89.5,7.4,2.3
14.6,1.5,31.0,24.1,87.7,13.6,3.3
14.5,1.5,30.9,24.8,86.6,10.2,3.3
21.4,1.7,31.9,24.8,81.5,14.1,4.7
24.0,2.2,32.6,25.0,77.3,1.0,5.4
23.8,2.2,32.8,25.3,77.2,0.0,5.4
12.1,1.4,28.5,24.9,84.5,31.7,2.8
21.6,1.5,32.4,24.7,80.8,9.1,4.7
20.2,1.5,32.3,25.5,82.6,1.2,4.5
19.2,1.9,32.5,25.8,81.1,4.3,4.4
18.9,0.9,32.7,25.2,81.2,7.3,4.2
20.5,1.4,32.7,25.5,79.9,2.3,4.6
17.0,1.6,31.7,25.8,81.0,1.6,4.0
19.7,1.4,33.2,25.0,81.3,0.0,4.5
21.4,1.7,32.8,25.6,79.6,0.0,4.9
22.5,2.0,33.1,24.8,77.4,3.0,5.2
20.6,2.1,32.5,26.0,81.6,2.2,4.7
23.8,1.8,33.1,25.6,76.1,3.8,5.4
20.7,1.9,33.2,25.6,80.8,1.2,4.8
16.9,0.9,32.2,25.2,85.9,14.4,3.7
21.5,1.3,32.7,24.9,79.6,28.0,4.8
17.9,1.8,32.2,25.5,81.2,6.6,4.2
15.8,1.4,31.7,25.2,82.9,5.8,3.7
25.4,1.2,34.1,25.1,76.4,6.5,5.6
25.3,2.2,33.4,25.6,74.8,0.3,5.8
24.0,2.2,33.7,25.4,76.7,0.0,5.6
20.2,1.6,33.8,25.6,78.2,1.0,4.8
23.0,2.0,34.1,25.5,79.9,2.4,5.3
22.4,1.6,33.8,26.0,75.9,2.0,5.2
23.1,2.4,33.8,25.6,76.4,3.7,5.5
21.5,1.8,33.2,25.8,81.0,15.7,4.9
11.1,0.8,28.9,24.6,87.8,22.1,2.5
23.2,1.5,33.2,24.6,78.9,8.6,5.1
23.7,1.8,33.1,25.5,79.7,2.5,5.3
14.3,2.0,32.4,24.5,86.5,5.9,3.4
14.9,1.7,32.4,23.6,81.1,12.0,3.7
18.1,1.3,32.8,23.2,81.6,5.1,4.1
11.1,0.8,29.1,24.2,87.9,8.4,2.5
18.4,0.8,31.2,24.0,83.6,16.0,3.9
19.2,1.3,33.7,25.5,82.1,9.8,4.4
17.0,1.4,32.4,25.0,84.0,1.5,3.9
11.9,1.5,30.2,25.6,87.1,9.1,2.8
12.5,0.6,30.6,25.0,89.2,6.7,2.8
20.2,1.5,32.6,24.0,86.2,6.2,4.4
12.0,0.6,28.7,25.5,86.8,7.1,2.7
17.3,1.2,32.3,25.5,86.6,17.7,3.8
10.0,0.9,28.5,25.0,90.6,22.1,2.3
9.5,0.3,26.3,23.5,93.3,17.2,2.1
16.8,0.7,32.4,23.5,87.5,12.4,3.6
21.7,0.7,33.4,24.2,82.4,4.6,4.6
15.1,1.8,32.2,25.5,85.1,3.8,3.6
17.1,0.7,31.7,25.0,84.8,12.1,3.7
13.4,1.1,31.5,24.9,86.7,14.6,3.1
9.8,0.8,30.8,25.0,89.4,4.1,2.3
17.4,0.9,34.0,24.9,83.4,2.7,3.9
21.0,1.5,32.2,25.2,84.2,6.2,4.5
14.3,0.9,32.2,25.0,85.9,8.2,3.2
14.4,1.0,31.8,25.4,87.1,3.9,3.3
13.7,0.4,31.2,24.9,87.2,15.1,3.0
16.9,0.6,33.3,25.0,84.8,10.1,3.7
11.7,1.3,29.1,26.0,87.2,9.3,2.7
18.6,0.6,33.8,24.9,86.5,8.3,4.1
11.0,0.8,30.0,25.2,89.4,13.2,2.5
20.0,0.4,33.6,24.0,86.7,27.7,4.3
21.7,0.5,34.0,23.5,83.0,1.3,4.6
15.6,1.7,33.4,25.8,88.1,0.4,3.6
11.9,1.1,31.2,25.0,88.8,5.4,2.7
22.8,0.5,33.8,25.4,82.1,3.2,4.8
14.7,0.7,30.9,25.0,86.8,27.5,3.2
19.2,0.9,32.8,25.2,83.9,7.6,4.2
18.6,1.6,32.1,25.0,84.7,15.9,4.1
21.2,2.5,32.7,25.2,81.3,9.0,4.8
13.1,1.1,31.3,24.9,85.9,19.9,3.0
16.3,1.4,31.5,24.5,85.2,38.7,3.6
12.0,0.6,31.1,24.6,84.0,9.5,2.7
13.8,0.7,33.2,24.5,83.9,22.6,3.2
15.5,0.7,31.4,25.0,87.8,10.0,3.4
17.0,1.0,31.9,24.7,84.2,14.8,3.7
14.5,0.9,31.5,24.8,86.7,6.6,3.2
11.7,1.4,31.8,24.7,89.1,2.7,2.8
20.2,1.4,32.7,25.0,83.8,7.3,4.4
15.3,2.0,33.9,25.3,86.1,0.3,3.7
20.7,0.4,32.7,25.0,83.3,6.1,4.3
22.3,0.3,35.8,25.2,81.2,4.3,4.8
18.5,1.2,35.2,25.0,82.8,4.6,4.3
21.3,0.8,34.2,24.6,78.9,31.2,4.6
20.7,1.3,34.7,24.7,78.0,4.2,4.7
19.8,1.0,34.8,25.2,84.1,0.4,4.4
22.4,0.9,34.0,25.5,79.3,3.5,4.9
21.2,0.7,36.0,26.0,80.2,3.6,4.7
18.0,1.0,33.7,25.3,85.4,2.8,4.0
18.0,0.9,33.1,24.2,85.4,15.7,3.9
14.1,1.0,33.0,26.0,84.2,4.6,3.3
19.1,1.5,34.0,24.2,82.8,1.5,4.3
14.9,0.6,34.8,25.5,82.9,0.0,3.4
18.8,1.8,34.4,25.8,83.2,6.0,4.4
11.5,0.7,29.9,25.6,84.3,6.2,2.6
19.5,1.3,33.5,25.2,80.5,5.4,4.4
18.8,1.6,34.8,25.5,83.4,0.2,4.3
15.6,0.7,32.7,25.6,83.4,4.6,3.5
20.3,1.9,33.1,25.5,82.8,12.2,4.5
17.3,2.0,33.2,25.5,83.7,4.5,4.0
18.2,1.6,33.0,25.5,82.7,10.0,4.1
15.1,0.2,32.2,25.0,88.0,23.6,3.2
14.9,0.1,32.1,24.8,87.2,10.9,3.2
9.5,0.4,30.1,24.6,89.3,26.1,2.1
8.8,0.5,27.1,24.1,91.6,11.7,1.9
18.5,0.9,32.2,23.1,84.2,8.7,3.9
22.7,0.8,33.2,24.3,78.6,2.0,4.7
19.3,0.5,34.0,25.2,81.2,2.3,4.1
16.0,0.4,33.4,25.5,86.2,9.0,3.5
21.5,0.8,33.2,24.0,79.3,6.1,4.5
19.2,0.8,32.1,24.6,82.2,0.9,4.0
21.9,0.2,32.8,24.2,81.4,9.3,4.4
19.9,1.0,33.2,24.5,86.8,3.0,4.2
19.7,1.4,33.2,25.4,81.8,7.9,4.3
19.5,0.8,31.9,24.8,79.1,3.2,4.1
18.9,0.7,33.2,24.4,79.6,14.5,4.0
18.6,0.9,32.8,23.1,80.6,7.2,3.9
19.7,1.1,31.9,24.1,80.9,4.6,4.1
20.5,0.3,33.4,24.5,82.6,4.9,4.2
13.8,0.9,31.1,24.2,86.1,19.5,3.0
10.4,1.1,28.9,24.5,87.7,4.5,2.4
19.6,0.9,33.0,24.0,82.7,11.9,4.1
15.2,1.7,33.6,24.5,85.3,0.0,3.6
22.7,1.4,32.2,24.9,78.4,5.1,4.8
22.6,0.9,34.6,24.5,80.1,4.9,4.8
21.2,0.6,34.6,23.5,80.9,16.8,4.4
13.0,1.4,31.3,23.2,85.7,3.9,3.0
15.7,0.8,32.2,22.5,82.9,19.8,3.4
16.5,1.1,32.1,25.0,81.9,9.8,3.6
17.0,1.0,33.0,24.2,84.4,6.1,3.7
18.2,0.5,33.5,24.5,78.8,9.3,3.9
22.0,0.2,34.2,24.0,76.1,4.2,4.4
17.0,0.5,33.8,24.5,73.4,3.2,3.7
10.1,0.2,31.0,25.5,77.6,10.6,2.3
17.1,0.5,32.8,23.7,82.4,14.2,3.6
16.2,0.2,31.1,24.5,83.4,2.3,3.3
18.3,0.3,33.2,24.8,79.2,1.9,3.8
18.7,0.6,33.8,25.0,82.2,2.2,4.0
16.8,1.4,31.7,24.0,82.8,15.9,3.7
12.7,0.6,32.7,24.5,79.6,10.8,2.9
21.0,0.8,33.7,23.9,79.1,10.9,4.4
21.5,1.0,33.1,23.8,75.6,5.1,4.6
15.3,1.3,31.9,25.0,82.2,1.5,3.5
19.1,0.7,33.7,24.0,81.1,3.7,4.1
16.5,0.8,32.8,25.5,84.0,8.2,3.6
18.0,0.9,32.6,23.7,83.1,4.1,3.8
16.2,1.1,31.9,23.8,83.5,3.0,3.5
21.9,1.1,33.8,24.8,77.5,6.5,4.7
22.5,1.2,33.4,24.5,78.2,1.3,4.8
17.7,0.9,33.2,25.3,84.1,0.1,3.9
21.2,1.0,32.8,24.5,78.5,7.8,4.5
22.1,1.6,33.2,24.5,76.7,1.3,4.9
22.0,1.5,34.0,24.0,80.4,2.4,4.8
19.8,0.9,34.6,24.2,82.1,0.0,4.3
21.9,0.6,33.8,25.6,79.1,3.2,4.7
21.7,0.7,33.0,24.6,79.3,9.3,4.5
16.1,0.4,32.8,24.8,80.6,4.0,3.5
21.5,0.4,33.8,23.8,76.9,8.0,4.4
16.2,1.2,31.9,24.5,80.9,7.4,3.6
18.1,0.7,32.7,25.0,77.5,2.4,3.9
21.7,0.4,34.5,24.3,78.4,9.4,4.5
21.7,1.1,34.0,24.1,78.6,11.2,4.7
22.5,1.0,33.8,24.6,78.8,8.4,4.8
19.6,0.3,34.6,25.0,79.8,4.0,4.2
15.7,1.0,32.2,24.5,82.5,4.0,3.5
17.3,0.5,33.9,24.5,77.8,0.0,3.8
23.1,0.6,34.8,24.6,76.9,0.0,4.9
20.3,0.8,34.8,24.5,78.6,2.5,4.5
18.8,0.8,34.4,25.0,78.6,4.7,4.2
18.8,0.9,33.1,23.5,80.9,15.3,4.0
20.6,0.8,33.1,23.1,79.9,5.8,4.3
21.5,0.7,34.8,25.0,76.6,2.0,4.7
15.7,1.1,33.0,24.7,82.1,1.7,3.6
21.9,1.0,32.4,24.4,79.4,9.8,4.6
22.8,0.5,34.4,24.5,79.8,4.0,4.8
21.3,0.9,34.4,24.3,79.1,2.7,4.7
23.3,2.0,32.8,23.9,77.4,1.9,5.1
21.1,2.9,32.8,24.8,79.8,0.3,4.9
19.4,0.9,34.0,23.8,76.1,5.4,4.3
23.4,1.3,34.0,23.7,77.1,0.5,5.1
20.0,0.8,34.4,24.0,79.2,4.8,4.4
16.5,1.3,33.2,24.5,81.6,2.3,3.8
19.4,0.5,33.4,24.2,83.5,0.3,4.1
20.0,0.5,33.3,22.9,84.9,23.5,4.2
19.7,0.6,33.2,24.5,82.2,1.4,4.2
23.6,0.8,34.0,23.9,76.4,9.8,5.0
23.9,1.2,35.0,23.9,76.4,0.2,5.3
23.3,1.3,34.2,24.7,76.8,0.9,5.2
24.0,1.2,33.8,24.7,76.0,0.0,5.2
22.7,1.9,33.7,25.6,76.9,1.1,5.2
24.4,1.6,33.2,25.0,76.1,3.7,5.4
24.4,1.9,33.2,25.7,73.8,0.4,5.6
24.0,2.6,33.7,25.5,74.9,0.0,5.7
23.6,1.6,34.2,24.8,78.2,1.0,5.3
24.1,1.5,33.8,25.6,77.9,0.3,5.3
23.4,2.3,33.1,25.5,76.0,0.3,5.4
22.4,1.9,33.8,26.2,75.9,0.1,5.3
22.1,1.8,33.5,26.3,74.8,1.1,5.2
23.1,1.4,35.0,25.1,75.4,1.1,5.3
22.9,1.7,34.6,24.1,75.7,3.2,5.3
24.4,1.5,34.6,25.5,74.3,0.0,5.5
23.0,1.8,34.6,25.5,75.3,0.0,5.4
22.3,2.4,34.4,25.7,75.9,1.0,5.4
20.5,1.7,34.3,24.5,78.6,1.9,4.8
20.0,1.6,31.7,24.1,78.5,9.2,4.5
22.1,1.5,33.2,25.0,76.0,2.9,5.0
22.6,1.7,33.7,24.6,75.0,1.5,5.2
23.7,1.5,33.7,24.5,78.8,0.0,5.2
23.0,2.8,34.0,24.5,77.9,2.2,5.5
23.9,1.7,34.2,25.5,75.3,0.0,5.5
24.4,1.7,33.8,24.6,76.3,0.0,5.5
21.0,2.1,33.7,25.5,78.5,1.8,5.0
23.7,1.9,33.7,24.6,74.2,0.6,5.5
24.4,2.0,34.0,25.1,73.1,0.7,5.7
23.6,2.2,34.2,25.4,76.3,0.0,5.5
23.0,1.7,33.7,25.2,74.9,1.7,5.3
21.5,2.5,33.7,25.5,79.8,0.1,5.1
21.0,2.0,33.2,25.2,76.8,1.1,5.0
24.4,2.4,33.1,25.2,71.6,4.7,5.8
23.6,2.7,32.5,24.2,74.5,0.0,5.5
23.5,2.9,33.1,24.8,73.9,0.0,5.7
23.6,2.8,33.2,24.8,74.0,0.0,5.7
22.6,2.1,33.7,24.5,73.9,0.2,5.4
24.6,2.2,33.8,25.0,72.2,0.8,5.8
25.3,3.2,33.8,24.2,73.4,0.0,6.1
23.3,1.7,34.4,25.5,72.5,0.0,5.5
23.1,1.7,35.2,24.7,73.2,0.0,5.5
24.9,2.6,34.1,25.1,70.9,0.0,6.1
24.5,2.4,34.2,24.4,74.4,0.0,5.8
25.3,1.4,35.4,24.5,73.9,0.0,5.8
25.2,2.1,34.1,24.6,74.4,0.0,5.8
25.2,2.8,33.9,24.7,71.7,0.0,6.1
24.0,1.8,34.6,24.1,71.6,0.0,5.6
24.2,2.1,35.2,25.0,72.4,0.0,5.9
24.5,3.1,34.1,25.2,71.4,0.0,6.1
25.1,2.4,34.6,24.6,71.8,0.0,6.0
25.1,2.6,35.0,24.6,71.7,0.0,6.1
23.4,2.5,34.8,25.1,71.6,0.0,5.9
24.3,2.9,34.4,25.0,72.4,0.3,6.0
24.8,3.0,34.9,25.0,72.2,0.0,6.2
24.7,2.6,34.8,24.7,71.5,0.0,6.1
23.5,2.5,34.6,24.3,72.2,0.0,5.8
23.0,2.6,34.7,24.5,72.4,0.0,5.7
24.2,2.1,36.0,25.0,72.1,1.2,6.0
21.9,1.6,35.8,24.1,75.2,0.0,5.2
20.8,1.1,34.6,23.6,74.8,12.2,4.7
24.4,1.0,35.6,23.9,73.9,0.0,5.4
23.2,1.8,36.2,25.1,74.9,0.1,5.6
24.7,2.2,35.4,24.1,72.3,0.0,6.0
24.5,2.5,34.8,25.2,73.8,10.1,5.9
25.1,2.3,35.0,24.7,74.4,0.0,5.9
19.4,2.4,34.8,24.9,78.4,0.0,4.9
20.6,1.2,33.2,23.5,78.6,40.2,4.5
24.0,2.1,34.9,23.4,74.5,0.1,5.6
21.7,1.2,36.5,24.9,76.1,0.2,5.1
18.2,2.0,34.2,25.0,81.1,0.0,4.4
25.7,2.7,33.8,26.7,72.4,3.4,6.2
25.0,1.6,34.5,24.2,73.3,0.0,5.6
22.6,1.7,33.8,24.2,76.0,0.0,5.2
24.7,2.3,34.4,25.0,72.2,0.0,5.9
23.8,2.4,33.6,23.7,73.2,0.0,5.6
23.7,2.9,33.3,23.8,72.0,0.0,5.8
25.0,2.9,33.5,23.4,71.6,0.7,6.0
24.2,2.2,33.6,24.9,74.4,0.0,5.6
23.6,2.9,33.8,24.8,73.2,0.0,5.8
21.3,2.9,33.9,25.1,74.1,0.0,5.4
21.4,1.8,34.9,24.0,77.9,0.0,5.0
21.4,2.0,33.7,25.2,75.4,1.4,5.1
22.4,3.1,33.8,25.8,72.3,0.0,5.7
21.2,1.8,33.8,25.0,73.7,0.0,5.0
22.4,2.0,34.5,24.6,74.9,0.0,5.3
12.4,0.8,31.0,24.1,85.6,11.1,2.8
24.4,1.2,33.1,23.4,76.0,0.8,5.2
24.6,2.6,33.5,24.2,76.4,2.4,5.6
24.8,2.3,33.4,24.0,73.2,2.4,5.7
20.6,1.2,34.9,23.7,78.1,0.0,4.7
19.3,0.8,34.5,23.8,78.5,0.0,4.3
17.6,1.2,33.8,24.8,81.6,10.6,4.0
21.2,1.8,32.6,24.5,79.8,0.0,4.7
22.4,2.0,33.3,21.1,75.4,10.7,5.0
23.2,1.5,33.4,23.7,73.8,0.2,5.1
22.1,2.2,33.3,24.5,75.8,4.3,5.2
21.8,2.1,33.3,24.2,76.8,0.0,5.0
22.6,2.1,34.9,25.4,74.8,0.6,5.4
14.8,1.6,31.2,24.9,78.0,3.5,3.6
20.8,2.0,33.3,23.6,78.3,1.2,4.8
22.9,1.5,33.5,24.6,77.6,0.0,5.0
23.1,1.2,34.2,24.1,76.5,6.1,5.1
20.5,1.8,33.0,24.8,77.5,2.9,4.7
18.5,2.9,32.8,22.8,73.1,1.5,4.9
18.6,1.7,33.0,23.5,77.6,0.0,4.3
20.2,1.4,32.8,24.2,79.9,4.4,4.5
16.0,1.7,31.8,24.5,82.8,10.1,3.7
20.2,1.1,32.6,24.2,80.8,13.0,4.3
19.9,1.6,34.3,25.1,80.9,2.4,4.6
19.5,1.6,33.2,23.6,81.4,3.0,4.3
23.0,2.2,33.3,23.8,77.8,7.9,5.2
22.0,1.6,34.2,23.4,76.9,0.1,5.0
24.4,0.8,34.9,25.5,75.8,0.0,5.3
22.6,2.1,33.2,23.4,74.2,1.5,5.2
20.1,1.6,33.2,23.2,77.6,0.1,4.6
17.0,1.7,32.3,24.0,78.9,3.8,4.0
10.8,1.1,30.0,24.2,83.7,15.4,2.6
10.5,0.7,28.6,23.1,88.8,14.3,2.3
15.1,0.3,33.2,23.2,85.8,27.6,3.3
14.4,0.5,32.2,23.4,81.9,18.0,3.2
21.1,0.8,34.5,23.0,80.3,5.2,4.5
17.8,1.7,31.8,23.8,79.8,4.0,4.0
13.3,1.3,32.2,21.9,87.0,17.0,3.0
20.0,0.6,33.3,22.8,81.8,16.6,4.2
10.9,1.3,30.4,23.7,83.4,10.2,2.7
13.4,0.5,29.4,23.6,88.8,9.5,2.8
17.4,0.2,32.0,22.8,85.7,9.9,3.6
18.7,0.8,32.6,23.5,82.3,5.8,4.0
19.7,1.3,32.2,23.8,80.8,8.4,4.3
22.1,1.6,32.8,23.2,79.0,8.6,4.8
22.4,1.7,33.2,22.5,79.7,8.1,4.9
19.1,1.8,32.9,24.0,81.8,11.9,4.3
15.2,0.8,33.3,23.4,84.1,13.2,3.4
12.6,0.4,29.6,23.2,87.4,24.4,2.7
13.1,1.1,30.2,23.0,84.3,26.0,2.9
17.8,1.5,32.0,23.0,79.1,12.8,4.0
16.0,0.8,32.2,23.8,83.9,9.8,3.5
16.0,0.7,31.0,24.5,86.2,16.1,3.4
11.5,0.5,28.4,24.0,88.4,20.7,2.5
11.4,1.2,28.4,21.7,89.8,12.3,2.5
13.8,1.4,31.5,23.5,81.7,8.8,3.3
17.6,1.5,31.4,24.0,83.8,11.1,3.8
16.7,1.9,30.6,23.2,80.1,6.7,3.8
15.1,2.1,30.7,24.0,86.4,6.9,3.4
13.9,1.6,30.4,22.7,89.8,7.6,3.0
14.5,1.1,30.4,23.6,86.0,7.3,3.2
12.7,1.6,29.2,23.9,84.9,20.5,2.9
13.2,1.6,29.4,23.8,85.8,7.0,3.0
13.3,2.5,30.3,21.9,84.0,21.0,3.2
12.9,1.8,28.8,23.8,86.3,11.3,2.9
19.8,2.2,31.6,21.1,83.8,11.2,4.2
9.5,1.8,28.5,23.8,91.2,11.8,2.2
10.2,1.4,28.3,23.0,88.9,8.0,2.3
9.1,0.4,28.0,23.3,89.2,4.8,2.1
10.5,0.3,30.6,23.2,88.4,4.9,2.3
19.7,1.1,31.9,22.4,86.2,5.5,4.1
12.4,1.2,29.9,23.2,88.2,6.7,2.8
13.2,0.9,30.2,22.8,90.6,9.9,2.8
21.6,1.7,31.5,22.7,85.4,12.2,4.5
20.1,1.7,31.2,23.4,84.9,8.4,4.2
16.7,2.0,31.5,23.2,85.9,10.7,3.7
16.2,1.4,31.0,24.0,86.5,4.9,3.5
15.4,1.2,31.2,24.0,88.6,4.9,3.3
19.5,1.4,31.5,23.5,83.4,3.5,4.2
13.4,0.9,28.6,24.0,86.7,5.6,2.9
19.9,1.6,31.9,23.2,85.5,6.4,4.2
18.4,1.9,31.8,24.0,85.9,9.1,4.0
15.7,1.0,30.7,22.8,85.4,20.0,3.4
18.0,1.4,31.8,22.8,89.1,13.0,3.8
13.7,1.2,30.4,22.8,89.4,21.7,3.0
19.7,1.1,33.5,23.4,84.8,8.8,4.3
24.3,1.3,32.8,23.8,80.9,0.0,5.1
22.4,2.2,32.8,24.2,81.2,0.4,5.0
18.4,1.1,31.8,24.0,82.6,6.2,4.0
13.4,0.5,31.5,23.6,86.0,21.7,3.0
12.9,2.3,29.0,23.0,87.8,8.1,2.9
16.4,1.3,30.6,23.0,85.4,7.2,3.5
11.0,1.6,29.7,23.3,93.1,16.7,2.4
9.4,1.3,25.4,23.5,93.7,46.5,2.0
10.7,1.2,30.5,22.5,91.3,8.8,2.4
16.4,0.9,30.8,23.1,87.3,8.0,3.5
9.9,0.4,27.2,23.3,91.9,8.8,2.2
13.6,0.8,29.3,23.0,87.9,39.8,2.9
20.3,1.0,32.9,23.0,81.9,1.7,4.4
22.8,1.9,32.0,24.9,81.7,5.9,4.9
14.5,1.0,30.2,25.0,86.6,8.4,3.2
17.8,1.0,31.2,24.5,83.9,7.8,3.8
13.0,1.0,30.5,23.9,85.4,5.3,3.0
10.8,1.4,28.6,24.0,90.0,7.8,2.5
14.2,0.8,31.9,23.1,85.1,5.2,3.2
20.2,1.3,32.2,22.8,85.1,2.0,4.3
19.4,1.2,33.1,23.5,85.1,0.2,4.2
17.9,0.8,31.9,24.0,84.9,2.3,3.9
21.6,1.2,32.9,23.4,83.9,0.0,4.6
11.6,1.7,29.2,24.2,88.1,15.3,2.7
12.7,0.7,30.8,23.6,88.6,5.4,2.8
13.2,0.2,28.7,23.5,87.0,17.0,2.8
16.0,1.4,29.8,24.2,86.8,4.5,3.5
19.7,1.6,31.8,23.6,86.3,5.9,4.2
13.3,0.8,30.0,24.2,88.7,4.8,2.9
16.7,0.7,32.1,23.6,87.4,10.0,3.6
16.3,0.7,31.5,23.7,88.8,7.5,3.5
11.5,0.5,28.6,23.4,89.5,25.7,2.5
9.7,0.9,26.5,22.8,92.8,21.9,2.1
9.8,0.4,30.4,22.8,89.8,18.7,2.3
21.9,0.9,31.9,23.5,85.0,0.2,4.5
21.0,1.4,32.5,23.8,82.5,2.2,4.6
10.8,0.6,27.2,23.0,89.0,22.3,2.4
14.1,1.0,29.2,21.8,84.9,17.3,3.0
22.5,1.3,31.5,22.1,82.1,0.9,4.7
16.8,1.6,31.9,24.2,83.6,7.7,3.8
14.2,0.8,30.0,23.8,86.0,10.7,3.1
21.5,0.7,33.3,22.7,81.1,7.8,4.5
15.1,1.5,32.7,24.5,87.6,11.2,3.5
15.8,0.7,32.1,21.8,88.6,14.4,3.4
20.3,1.1,31.8,24.8,84.3,2.7,4.3
17.9,2.5,31.5,24.8,87.1,7.6,4.0
12.4,1.2,29.8,24.0,85.9,25.2,2.8
13.5,1.1,31.3,24.0,87.3,16.3,3.1
9.5,1.2,26.8,23.6,91.4,20.2,2.1
14.4,1.1,31.4,23.6,88.3,11.8,3.2
9.2,0.7,28.0,23.8,93.6,51.8,2.1
17.3,1.2,31.4,23.5,87.6,20.6,3.7
12.2,0.8,28.8,23.8,88.4,25.2,2.7
13.4,1.0,28.2,24.0,88.6,17.2,2.9
14.2,0.8,30.0,23.4,90.4,17.0,3.0
17.5,1.5,32.4,23.5,87.9,13.7,3.8
14.6,1.2,31.5,23.4,90.0,14.0,3.2
18.1,0.8,31.9,24.0,86.9,6.0,3.9
14.1,0.9,30.8,23.6,89.2,9.5,3.1
15.2,1.8,32.6,23.8,86.1,11.9,3.5
20.6,1.5,32.5,24.5,83.3,9.7,4.5
10.6,0.6,27.0,23.5,87.9,17.3,2.3
11.7,0.6,29.2,22.7,85.8,27.0,2.6
16.9,1.4,33.5,23.2,88.2,7.1,3.8
10.6,0.8,27.6,24.0,91.0,11.5,2.3
12.7,1.2,30.9,23.3,86.2,7.5,2.9
14.6,0.8,33.1,24.5,89.1,9.2,3.3
21.9,1.4,33.2,23.2,83.9,10.0,4.7
17.9,1.4,33.1,25.1,85.6,0.6,4.0
17.2,1.6,32.5,24.2,85.4,2.0,3.9
11.4,0.7,26.8,24.0,88.9,9.9,2.5
14.9,0.8,31.1,23.8,89.0,5.2,3.2
18.6,1.0,32.0,23.8,84.3,3.7,4.0
15.5,1.0,31.3,23.9,84.8,8.2,3.4
13.4,1.6,31.7,24.2,88.2,16.4,3.1
10.9,0.6,29.4,24.1,89.3,27.4,2.4
20.3,1.0,31.7,24.0,84.2,2.2,4.2
14.7,0.2,32.1,24.0,87.3,2.9,3.2
11.0,1.3,30.0,24.2,90.0,3.7,2.5
14.0,0.9,32.1,23.4,86.1,6.5,3.1
18.9,1.3,32.9,23.5,83.9,4.2,4.1
16.3,0.9,32.5,24.5,86.2,4.6,3.6
21.5,0.5,33.7,23.8,82.0,7.5,4.5
17.1,1.6,31.9,23.9,85.5,17.7,3.8
20.9,1.7,32.3,24.7,83.4,5.8,4.5
14.9,0.6,32.8,24.9,85.8,5.8,3.3
15.4,1.4,33.3,24.5,85.6,11.0,3.6
9.4,1.2,31.0,24.0,91.6,10.1,2.2
16.6,0.2,33.2,24.5,86.4,4.6,3.5
20.8,1.2,33.3,25.0,83.3,3.9,4.5
17.8,1.3,33.3,24.1,84.6,7.0,4.0
17.9,0.8,32.5,23.8,85.9,27.4,3.8
9.2,0.9,27.8,24.2,91.6,6.6,2.1
11.4,0.5,31.3,24.0,88.8,31.1,2.5
19.5,1.0,33.6,24.1,85.8,21.3,4.2
11.4,0.9,33.1,24.5,85.5,3.6,2.8
9.7,0.6,26.8,23.8,90.9,14.7,2.1
12.9,1.2,31.9,23.4,87.1,1.9,2.9
19.7,0.8,33.5,24.5,84.8,0.9,4.2
12.1,0.7,29.8,23.9,84.2,18.8,2.7
14.1,0.6,31.3,24.0,88.6,17.0,3.0
16.0,0.5,32.9,23.2,85.4,14.7,3.4
18.8,0.7,30.9,24.8,86.2,7.7,3.9
11.2,0.7,29.6,23.6,90.0,10.8,2.4
17.4,0.7,33.5,23.8,84.8,10.9,3.8
11.9,0.3,32.0,24.0,84.2,5.2,2.6
19.8,0.9,32.0,24.2,85.8,7.4,4.1
11.9,1.0,30.4,24.2,87.5,9.9,2.7
17.8,0.7,34.3,24.0,82.2,2.8,3.9
17.4,0.7,32.3,25.1,82.7,1.1,3.8
14.1,0.4,31.4,24.2,86.8,1.7,3.0
19.2,0.3,32.8,24.0,86.1,27.9,3.9
16.5,0.6,34.0,24.6,86.3,10.1,3.6
11.5,0.6,31.2,23.4,82.2,26.2,2.6
15.5,0.6,31.8,24.8,83.2,0.5,3.3
12.7,0.6,32.0,24.0,86.0,14.7,2.8
13.4,1.0,32.5,23.4,86.5,23.7,3.0
21.1,0.4,33.7,23.8,81.0,1.3,4.3
20.6,0.7,33.9,23.9,81.2,0.3,4.3
18.7,0.7,32.0,23.9,84.7,0.9,3.9
21.8,1.4,33.1,23.6,82.0,1.4,4.6
18.8,1.5,33.0,25.2,81.9,2.9,4.2
21.1,1.2,34.3,24.9,80.6,2.3,4.6
22.2,2.0,33.2,24.8,78.1,3.0,4.9
21.5,2.5,32.3,25.2,77.4,0.0,4.9
21.0,1.1,35.1,24.0,81.3,5.3,4.6
18.0,0.8,32.8,23.3,82.9,9.2,3.8
19.2,1.5,33.2,24.6,79.7,3.3,4.3
17.5,0.8,32.9,24.8,79.6,4.0,3.8
20.2,0.4,34.9,24.0,76.8,2.4,4.2
15.3,0.8,31.4,24.0,81.1,3.6,3.3
19.1,1.3,34.5,24.2,81.1,5.9,4.3
14.3,0.7,32.5,24.7,85.1,9.8,3.1
15.5,0.6,31.7,23.2,84.1,49.8,3.3
