Rs,u2,Tmax,Tmin,RH,pr,ETo
22.0,0.3,33.9,23.1,80.2,7.9,4.4
18.4,0.6,32.6,24.2,82.0,11.1,3.9
17.8,1.3,31.8,23.7,83.5,22.0,3.8
20.8,1.4,31.8,23.6,80.2,2.0,4.4
17.7,1.0,34.1,24.8,79.0,3.2,4.0
22.0,0.2,34.9,23.0,80.4,5.8,4.5
13.9,1.4,29.8,24.0,82.6,12.8,3.1
19.9,1.3,32.1,23.7,80.1,6.6,4.2
21.2,0.9,32.2,22.7,82.1,7.7,4.3
14.4,0.5,29.8,23.4,84.2,9.9,3.0
9.9,0.4,28.2,21.3,84.4,35.8,2.1
20.3,0.4,33.3,21.3,79.8,10.2,4.0
15.0,0.1,31.2,22.8,82.4,17.6,3.0
9.8,1.1,27.9,22.7,87.6,34.4,2.2
21.0,0.8,32.8,21.8,78.3,3.4,4.3
19.3,0.8,33.3,23.6,81.1,0.7,4.1
20.9,0.6,33.2,23.2,80.1,5.1,4.3
21.0,1.1,32.5,23.3,77.6,9.3,4.4
19.4,1.0,33.2,24.5,82.5,0.0,4.2
20.7,1.1,33.8,24.2,80.3,9.7,4.5
17.9,1.5,31.2,23.9,79.8,4.4,3.9
21.2,0.8,33.6,22.6,80.7,4.4,4.4
15.5,0.5,33.3,22.1,81.5,23.7,3.3
19.2,0.9,31.2,23.6,80.4,11.9,4.0
19.7,0.8,32.9,23.4,79.4,4.8,4.2
21.6,1.0,32.9,23.6,79.5,1.1,4.5
21.5,1.1,34.1,24.5,80.1,0.2,4.7
23.0,0.7,34.3,23.7,78.0,0.0,4.8
20.7,1.3,34.1,23.8,78.6,0.1,4.6
20.1,0.5,34.5,23.4,78.2,0.4,4.2
13.8,0.8,32.3,23.4,84.5,1.4,3.1
22.9,0.5,33.5,22.4,79.1,14.4,4.6
13.4,1.0,29.8,24.0,83.6,2.7,3.0
22.7,1.9,32.8,23.6,78.3,6.6,4.9
23.1,0.5,33.8,25.2,76.2,0.0,4.8
19.7,0.6,33.2,23.7,77.1,6.6,4.1
19.8,0.6,33.3,23.3,74.5,7.6,4.1
23.9,0.2,34.2,22.8,75.6,0.0,4.7
22.6,0.5,34.9,23.2,77.3,3.9,4.7
16.5,0.6,34.1,24.5,82.4,0.0,3.7
22.0,0.7,33.8,22.9,79.8,18.3,4.6
22.4,1.7,32.9,22.7,81.1,0.0,4.8
23.3,2.1,33.2,23.6,77.1,0.4,5.2
24.2,2.6,32.9,25.3,75.2,0.0,5.6
23.5,1.8,33.5,23.0,75.9,0.0,5.2
21.9,2.0,33.4,23.6,75.7,0.0,5.0
20.4,1.7,32.6,23.4,75.6,6.0,4.6
23.2,0.9,33.5,23.0,77.7,0.2,4.8
23.2,0.7,35.1,24.2,76.4,6.5,5.0
20.0,1.6,35.5,23.4,77.2,2.7,4.7
22.0,2.0,34.0,23.2,77.9,1.4,5.0
24.0,1.7,33.5,23.9,74.5,0.0,5.3
17.6,2.0,32.2,23.8,83.1,3.6,4.0
19.0,0.7,34.5,23.4,81.0,15.9,4.2
23.0,1.2,33.3,25.6,76.6,3.1,5.0
24.1,2.1,33.3,23.5,76.2,0.5,5.4
22.3,1.0,35.5,23.5,77.2,0.0,4.9
23.1,0.9,33.8,24.0,79.1,8.4,4.9
24.3,1.0,34.2,24.9,76.9,0.3,5.2
24.8,1.2,35.6,26.1,76.1,0.0,5.6
20.9,1.7,34.5,25.7,77.0,0.0,4.9
21.5,1.9,33.6,23.5,77.5,3.6,4.9
21.1,1.9,33.8,25.4,81.1,0.6,4.8
23.0,1.7,32.8,23.2,78.4,2.2,5.0
23.1,2.7,32.9,25.1,79.1,0.1,5.3
24.8,1.5,34.5,24.8,75.1,0.0,5.6
24.6,2.3,33.4,24.8,74.6,0.2,5.6
24.9,2.9,33.6,25.7,74.9,0.9,5.9
23.7,2.1,33.8,25.0,77.9,0.0,5.4
24.2,1.7,33.3,25.5,76.1,0.0,5.4
24.1,2.7,33.0,26.3,74.6,0.2,5.7
24.1,2.8,33.6,24.8,74.1,0.0,5.7
24.1,2.1,33.5,24.0,75.4,0.0,5.5
23.9,2.7,33.7,25.4,75.2,1.3,5.7
23.0,1.8,34.3,25.5,78.5,0.0,5.3
23.0,1.2,34.5,24.1,76.0,2.7,5.1
23.4,1.8,33.8,24.2,76.6,0.3,5.3
24.7,2.5,33.4,25.0,71.9,1.6,5.8
24.7,2.0,33.9,23.8,74.2,0.0,5.6
23.9,1.7,33.9,24.5,76.4,2.2,5.4
24.2,2.0,34.5,24.6,75.4,0.5,5.6
24.5,2.4,33.4,25.1,73.3,0.0,5.8
24.7,2.4,33.6,24.8,73.6,0.0,5.8
23.6,1.7,34.9,24.0,76.2,3.2,5.4
22.5,1.3,34.9,23.7,74.9,0.0,5.1
24.6,1.5,33.7,24.8,74.9,3.1,5.5
23.8,2.8,33.8,25.3,73.0,0.3,5.8
23.0,2.1,35.3,25.0,77.2,0.0,5.5
21.6,1.3,35.1,24.5,77.4,0.0,5.0
23.3,1.4,34.9,24.0,77.0,0.0,5.3
18.6,1.8,34.9,25.3,75.1,0.0,4.7
24.1,1.5,34.9,25.0,74.2,3.5,5.5
24.7,2.6,34.8,25.4,73.8,0.0,6.0
25.0,3.0,34.5,25.3,71.7,0.0,6.2
24.7,2.3,34.5,24.8,71.8,0.0,5.9
24.9,2.8,34.9,25.4,73.9,0.0,6.1
22.5,3.2,34.5,24.5,75.1,0.7,5.7
21.5,3.5,34.2,25.0,76.1,0.0,5.5
24.0,2.5,34.6,25.2,71.6,0.0,5.9
24.3,2.8,34.1,24.2,70.6,0.4,6.0
25.1,2.9,34.5,24.1,72.9,0.0,6.1
23.9,2.2,35.1,24.5,72.0,0.0,5.8
24.5,2.0,35.1,24.5,72.0,0.0,5.8
19.3,2.5,34.1,24.8,74.0,0.0,5.0
23.8,1.9,34.8,25.0,72.1,0.0,5.7
22.7,2.9,33.1,24.0,72.0,0.0,5.6
23.3,3.3,33.6,24.2,74.9,0.3,5.7
24.1,2.9,34.5,24.9,72.8,0.0,6.0
24.5,2.6,34.9,24.9,71.7,0.0,6.1
24.1,2.2,33.9,25.1,70.8,0.0,5.8
23.4,2.8,34.5,24.8,72.2,0.0,5.9
23.8,3.1,34.3,24.6,71.1,0.0,6.1
24.3,2.4,34.4,25.3,71.2,0.0,5.9
24.3,2.9,34.3,24.1,70.2,0.0,6.1
24.6,3.0,34.3,25.3,70.5,0.3,6.2
25.3,2.1,35.8,25.1,69.9,0.0,6.2
25.4,2.1,35.5,24.9,71.9,1.0,6.1
24.2,3.1,35.3,25.5,72.0,0.0,6.3
24.2,1.6,34.0,24.8,73.5,0.1,5.5
17.6,0.6,33.8,23.4,73.2,9.9,3.9
13.4,1.0,33.3,23.8,87.2,8.4,3.1
21.0,1.5,35.3,22.9,82.8,7.8,4.8
14.5,1.1,31.0,22.8,84.6,20.9,3.2
26.2,0.9,35.3,24.5,73.2,0.0,5.7
23.1,2.4,34.6,25.0,74.2,0.0,5.6
25.0,1.9,34.2,24.6,73.2,0.2,5.7
24.9,2.4,33.5,25.7,71.9,0.0,5.9
25.4,2.8,33.7,26.3,72.4,0.0,6.1
25.4,2.1,33.7,24.2,71.1,0.0,5.8
19.3,1.8,33.9,24.5,77.9,0.0,4.6
16.5,0.8,33.2,24.5,80.8,42.0,3.7
21.6,1.0,34.3,23.8,79.8,8.4,4.7
17.1,0.5,33.8,24.5,81.6,6.3,3.8
23.5,1.7,33.9,24.2,76.4,0.0,5.3
21.9,2.4,34.1,26.5,76.7,4.0,5.3
25.1,2.3,33.8,26.9,71.8,9.0,6.0
23.1,1.9,33.9,24.8,77.3,0.0,5.3
19.8,2.2,32.3,24.8,76.1,5.4,4.7
24.9,3.0,32.3,23.4,73.2,0.2,5.8
24.9,1.9,32.8,22.9,73.9,0.7,5.5
24.5,1.9,33.2,23.8,75.2,0.0,5.4
24.4,2.4,32.8,24.6,73.6,0.0,5.6
22.2,2.6,33.9,24.5,75.1,0.6,5.4
22.7,1.8,33.3,25.0,77.1,0.0,5.1
18.6,2.5,32.9,25.3,78.6,2.7,4.6
11.3,1.8,31.9,24.9,79.4,0.0,3.1
16.5,1.3,32.6,26.7,75.7,0.0,4.0
23.3,1.6,33.3,23.1,74.6,0.0,5.2
23.8,2.2,33.3,24.7,73.3,0.0,5.5
24.6,2.2,33.8,23.6,74.2,0.0,5.6
23.9,2.2,32.9,24.0,74.3,0.0,5.4
24.1,2.1,34.1,21.3,72.4,0.0,5.5
23.0,3.2,33.9,24.6,73.1,0.0,5.8
25.1,3.2,33.2,24.6,72.4,0.9,6.0
24.0,2.6,33.2,23.2,73.6,0.0,5.6
23.1,1.6,35.3,24.0,75.2,0.0,5.3
21.5,2.1,34.3,25.2,78.6,1.7,5.1
19.2,1.8,33.8,24.9,78.5,0.0,4.6
23.3,2.0,34.4,24.6,76.6,0.0,5.4
24.2,1.2,35.1,23.9,75.3,0.9,5.3
23.0,2.1,34.9,25.0,76.1,0.4,5.4
23.4,2.4,33.9,24.6,75.4,0.0,5.5
18.1,2.3,33.1,24.8,79.1,0.3,4.4
20.9,1.9,33.1,24.2,79.0,0.0,4.7
22.6,1.9,32.9,24.0,76.0,2.1,5.1
24.3,2.0,33.3,23.4,73.3,0.0,5.5
24.2,1.1,33.8,22.7,73.6,0.0,5.1
23.5,0.3,34.5,25.0,75.8,0.0,4.9
21.6,1.3,33.7,24.8,75.4,0.0,4.8
23.1,1.8,34.3,24.8,75.3,0.4,5.3
23.5,0.9,33.8,25.0,75.4,1.0,5.0
23.4,1.6,33.7,24.2,75.1,0.0,5.2
22.7,2.3,33.5,24.5,74.2,0.0,5.3
23.7,1.2,33.9,24.0,74.3,0.3,5.2
23.1,2.0,34.3,24.6,75.8,0.0,5.4
22.2,1.6,34.2,25.0,76.2,0.0,5.1
22.5,1.7,33.9,24.6,75.7,0.1,5.1
22.3,2.1,33.9,24.2,74.1,0.7,5.3
23.6,1.7,34.2,24.2,74.6,0.0,5.3
23.4,1.4,33.9,23.1,74.9,0.0,5.1
22.4,2.1,33.2,23.8,76.1,0.0,5.1
19.4,1.5,34.1,23.1,77.6,0.0,4.5
23.7,1.5,33.9,24.0,77.3,0.0,5.2
22.9,2.0,33.2,25.0,78.1,1.5,5.2
22.8,2.2,33.2,24.6,75.8,0.6,5.2
20.8,2.2,33.2,24.6,75.0,0.2,5.0
23.2,2.2,33.5,24.0,76.7,0.2,5.3
20.0,2.6,32.9,23.8,78.1,0.0,4.8
19.0,2.1,33.8,25.0,78.4,0.4,4.6
20.0,2.1,33.8,24.2,78.0,1.1,4.7
23.2,2.3,33.9,24.8,75.1,0.0,5.4
23.2,2.0,33.6,24.5,75.4,0.0,5.3
21.8,1.6,34.0,25.0,77.3,1.2,5.0
13.9,1.9,31.6,25.1,76.6,1.6,3.6
22.5,2.7,33.6,24.0,74.5,0.0,5.4
20.9,2.7,33.9,24.2,76.5,0.0,5.1
20.1,2.7,33.8,25.0,78.6,2.4,4.9
9.3,0.1,28.2,23.0,92.4,3.7,2.0
17.5,0.9,32.3,23.0,84.4,13.9,3.8
19.6,1.0,33.2,24.0,79.2,11.9,4.3
21.2,1.6,33.8,23.8,80.1,0.0,4.7
18.9,1.1,33.9,24.2,80.1,0.0,4.2
17.0,1.6,32.5,24.5,83.1,0.1,3.9
17.3,1.2,33.9,24.0,79.8,3.0,4.0
18.4,1.2,32.0,25.1,80.6,7.1,4.1
13.5,2.9,30.8,24.2,83.3,7.4,3.4
14.4,1.4,28.8,22.8,83.9,14.4,3.1
18.0,1.2,33.5,25.1,86.1,2.0,4.0
9.1,0.3,27.8,21.9,91.2,19.0,2.0
18.0,0.6,32.5,22.0,81.4,3.7,3.8
15.3,0.6,29.2,23.1,86.2,2.6,3.2
14.9,1.1,32.4,22.1,87.6,5.5,3.3
15.6,0.6,31.4,22.6,83.6,10.2,3.3
12.5,0.8,30.1,23.0,88.1,21.2,2.7
16.4,0.7,31.7,23.5,88.4,5.0,3.5
10.2,0.8,28.2,22.6,91.1,17.4,2.2
17.4,1.0,32.4,23.0,85.1,6.4,3.8
13.8,0.8,30.2,23.4,86.6,8.5,3.0
12.9,0.5,31.4,23.2,87.2,11.3,2.8
20.2,0.5,31.5,23.9,81.2,4.8,4.2
21.8,1.1,32.6,24.5,81.1,5.0,4.7
19.4,1.4,30.8,23.8,79.6,0.6,4.2
23.0,1.8,32.3,23.9,80.6,0.0,4.9
20.5,1.0,32.3,23.6,80.9,2.6,4.4
20.1,1.8,32.0,24.5,78.4,6.7,4.6
20.0,1.6,32.1,24.8,80.4,0.0,4.4
23.0,2.0,31.8,24.0,73.9,0.4,5.1
19.5,1.7,32.2,23.2,77.5,0.7,4.4
19.5,1.5,32.6,23.2,79.2,0.2,4.4
16.8,1.6,31.4,24.2,80.6,3.6,3.9
16.8,1.5,30.8,24.1,83.9,4.5,3.7
16.4,1.7,30.8,23.4,85.6,6.6,3.6
9.5,0.5,27.0,23.2,89.3,17.9,2.1
12.9,0.4,29.5,22.7,89.2,20.4,2.7
12.2,0.1,28.6,22.5,89.6,17.9,2.6
14.1,0.1,29.6,21.3,87.7,10.7,2.9
17.3,0.5,30.0,21.9,86.4,51.7,3.5
11.1,1.4,28.0,21.2,89.9,10.7,2.4
9.7,0.5,27.0,21.8,89.9,9.1,2.1
17.2,0.1,32.3,21.3,85.8,18.8,3.5
9.3,1.7,26.2,21.1,92.8,11.8,2.0
18.2,0.1,31.0,21.7,84.9,18.2,3.7
18.3,1.3,30.0,21.3,82.9,1.5,3.8
16.3,1.3,30.8,22.5,82.9,1.1,3.6
21.8,0.9,32.1,23.5,83.2,13.6,4.5
18.9,1.1,30.0,23.3,84.1,3.0,3.9
15.6,1.1,31.5,23.4,86.4,4.9,3.4
17.2,1.4,31.2,23.8,85.9,7.8,3.8
13.2,1.0,29.8,21.1,90.7,5.3,2.8
14.9,0.4,29.9,21.9,88.4,21.7,3.1
15.6,0.7,30.0,22.4,87.8,9.5,3.3
17.0,1.0,30.1,21.1,86.4,10.5,3.5
14.3,0.7,30.2,23.2,87.4,18.4,3.1
14.2,1.3,29.7,21.2,86.2,14.0,3.1
19.0,1.4,31.8,22.6,84.7,2.9,4.1
20.9,1.0,31.6,23.4,82.6,6.0,4.4
23.1,1.7,32.5,23.2,81.9,3.0,4.9
15.7,1.2,31.1,22.4,87.1,20.7,3.4
22.4,1.3,31.2,23.0,82.5,8.6,4.6
16.4,0.2,30.8,23.3,88.6,2.9,3.4
12.6,0.9,30.3,22.8,87.6,9.0,2.8
11.0,1.0,27.6,23.3,90.4,14.6,2.4
18.1,0.6,30.5,23.2,87.2,19.5,3.7
14.3,1.4,30.2,23.2,90.0,29.7,3.1
17.9,0.8,31.5,22.8,88.4,5.5,3.8
13.5,0.6,29.2,23.8,91.9,16.1,2.9
17.0,0.9,30.6,23.5,87.6,7.2,3.6
18.6,1.2,31.8,23.4,87.9,17.8,3.9
19.4,1.0,30.0,23.7,86.3,10.1,4.0
17.1,0.9,30.2,24.0,86.7,17.7,3.6
19.7,0.9,30.0,23.8,84.2,15.7,4.1
11.9,0.9,29.6,22.4,88.9,32.8,2.6
15.0,0.4,31.5,23.1,89.0,13.1,3.2
16.4,0.5,32.7,23.8,87.9,2.2,3.6
16.7,1.2,31.2,22.7,85.3,10.6,3.6
17.0,0.7,32.1,23.6,86.3,4.8,3.7
19.4,1.5,32.2,23.5,85.9,9.1,4.2
16.7,0.4,33.1,22.8,86.6,27.4,3.6
16.3,1.6,31.4,23.0,88.2,13.4,3.5
10.4,0.5,26.6,23.4,89.9,25.3,2.3
9.7,0.6,27.9,22.7,93.8,6.6,2.1
23.1,0.6,32.0,22.6,84.1,5.4,4.7
11.7,1.4,28.0,23.6,88.7,8.1,2.6
17.9,1.5,31.8,23.0,85.8,8.0,3.9
22.4,1.4,32.3,23.8,83.3,4.9,4.8
19.3,1.0,32.3,24.0,84.9,8.7,4.2
19.0,1.2,31.9,23.5,86.8,6.2,4.0
14.3,1.2,30.2,24.0,86.2,16.8,3.2
21.7,1.3,32.5,23.8,83.1,9.1,4.6
15.6,1.9,30.2,24.2,84.9,11.9,3.5
16.8,1.5,31.8,24.1,83.6,2.9,3.8
15.6,0.9,32.3,24.5,85.7,4.6,3.5
11.7,1.5,30.7,22.4,91.4,4.5,2.6
21.0,0.9,32.0,22.4,84.4,8.8,4.3
18.8,1.5,31.8,24.5,85.2,6.6,4.1
22.5,1.5,32.3,24.0,83.5,7.6,4.8
18.1,1.3,31.2,23.7,83.1,2.9,3.9
15.4,0.7,30.8,23.4,87.6,20.3,3.3
11.8,0.9,32.9,23.3,89.8,7.8,2.7
11.4,1.1,30.2,23.8,85.8,7.9,2.7
16.8,1.4,30.5,23.6,87.2,8.4,3.6
20.2,0.6,31.4,23.2,84.1,4.8,4.1
22.3,0.3,33.9,23.5,82.9,1.4,4.6
15.0,1.0,30.2,23.4,85.3,21.2,3.2
13.5,0.4,32.5,23.7,91.1,15.2,2.9
15.3,0.4,29.8,24.0,87.2,10.0,3.2
13.9,0.2,31.3,23.8,88.4,18.0,3.0
18.8,0.5,32.5,23.5,85.3,18.0,3.9
18.4,0.6,31.5,23.8,85.9,7.4,3.8
18.5,0.5,32.3,23.8,84.8,4.5,3.9
15.9,0.9,31.1,24.2,87.1,13.6,3.4
15.3,0.4,32.7,24.2,88.0,16.4,3.3
14.0,0.3,30.3,23.2,87.9,17.8,2.9
18.8,0.7,32.9,23.0,83.9,7.2,4.0
14.4,0.9,33.1,23.3,84.9,5.1,3.3
19.6,1.6,32.8,24.1,84.1,7.0,4.3
18.4,0.8,32.2,23.2,83.7,17.1,3.9
18.0,0.9,33.1,24.0,81.9,8.2,3.9
17.1,0.2,32.9,24.5,85.2,7.9,3.6
15.9,0.3,31.8,24.2,84.2,10.3,3.3
19.8,1.1,33.1,23.4,83.8,8.7,4.2
18.5,0.5,31.8,22.6,83.4,8.7,3.8
20.9,0.7,31.1,23.9,83.2,5.9,4.3
20.6,1.4,32.9,23.4,83.4,5.6,4.4
21.1,1.2,31.5,22.8,84.4,19.1,4.3
20.4,1.6,32.2,24.0,82.5,8.7,4.4
16.0,0.7,31.6,24.0,86.1,17.1,3.4
16.7,0.3,31.4,23.8,83.8,21.8,3.4
22.5,1.2,31.8,23.6,78.1,17.0,4.7
19.3,1.2,32.3,23.8,77.9,4.1,4.2
21.4,1.6,32.2,24.1,78.1,5.3,4.6
22.8,1.3,32.2,23.2,76.9,7.7,4.8
22.1,1.7,32.2,24.6,77.3,1.3,4.8
22.1,2.3,32.3,23.8,75.6,0.0,5.0
22.4,1.7,32.0,22.8,75.0,0.3,4.8
21.8,1.4,32.3,22.9,78.6,0.2,4.6
20.7,1.2,32.2,23.6,77.3,0.8,4.4
19.7,1.8,32.2,23.9,79.2,8.2,4.4
17.9,1.4,32.3,23.2,80.3,15.1,4.0
21.9,0.7,32.9,23.8,77.0,4.6,4.5
22.9,1.9,32.8,23.4,75.2,0.0,5.0
20.4,1.3,33.2,24.2,79.4,0.0,4.5
19.8,0.7,33.9,24.5,81.0,5.3,4.2
21.8,1.5,32.8,24.6,78.4,6.8,4.7
22.4,2.2,32.8,24.7,77.3,0.5,5.0
22.2,1.6,32.8,23.8,79.6,0.7,4.7
16.8,1.1,31.4,23.4,83.4,3.6,3.6
13.4,0.3,31.0,22.4,86.7,12.6,2.8
15.9,0.6,30.2,23.2,82.4,11.9,3.3
22.2,1.0,32.3,23.2,77.4,1.4,4.6
21.2,1.4,32.9,23.5,77.1,0.1,4.6
19.7,1.3,33.9,24.7,80.7,0.9,4.4
21.4,0.3,35.0,24.5,79.4,1.5,4.5
18.0,2.1,33.0,24.8,82.4,0.7,4.1
21.8,1.7,32.5,24.0,78.9,5.9,4.7
17.8,0.8,32.8,23.8,84.6,1.6,3.8
18.0,1.0,31.6,23.8,80.6,6.4,3.8
21.9,1.7,32.4,24.0,77.2,3.5,4.7
21.9,0.7,33.4,23.3,77.9,0.0,4.5
19.9,1.1,32.5,23.1,81.4,0.0,4.2
17.1,1.3,30.8,22.8,83.1,32.7,3.6
16.4,0.5,31.4,22.8,84.9,4.0,3.3
22.4,1.1,32.0,22.1,77.3,2.6,4.5
22.0,1.9,32.3,22.4,76.1,0.9,4.8
21.8,1.2,32.0,22.6,75.5,0.0,4.5
21.2,1.6,32.9,22.1,80.4,0.0,4.5
21.1,1.7,33.5,23.8,79.9,0.0,4.6
22.1,1.7,32.3,24.2,77.1,0.3,4.8
21.7,2.0,32.3,23.8,75.6,0.0,4.8
20.8,0.8,33.5,23.2,78.4,0.0,4.4
20.9,1.0,33.1,23.0,83.0,2.7,4.3
21.3,1.0,32.5,23.8,82.7,1.7,4.4
15.9,0.1,32.3,23.0,83.8,11.0,3.2
21.4,1.0,32.2,23.5,82.3,6.1,4.4
20.9,0.7,33.1,24.5,79.2,0.2,4.4
19.7,1.4,33.1,25.0,81.1,3.4,4.3
18.8,0.7,33.9,24.5,81.3,9.8,4.1
20.4,0.8,32.3,23.9,81.4,5.7,4.2
19.7,0.8,32.0,23.4,83.5,8.6,4.0
17.5,1.2,32.0,24.5,83.9,14.9,3.8
17.9,1.2,31.5,24.5,82.5,6.2,3.8
21.1,0.6,33.9,23.9,80.4,23.0,4.4
14.7,0.4,31.6,24.2,84.3,10.0,3.1
13.8,0.3,30.6,23.0,87.5,22.2,2.9
17.6,0.6,32.0,23.8,84.9,12.6,3.6
15.9,1.0,30.8,24.2,82.6,12.3,3.4
19.6,0.6,32.8,23.5,81.9,7.8,4.1
17.5,0.8,33.3,24.5,82.9,5.1,3.8
19.0,0.9,32.2,23.6,81.4,5.7,4.0
18.8,1.9,31.8,25.1,80.4,6.7,4.2
20.0,0.6,33.6,24.2,80.6,10.7,4.2
22.1,0.4,33.9,22.5,78.4,7.1,4.4
22.2,1.0,32.0,23.5,79.9,3.0,4.5
18.7,0.3,33.3,24.8,81.0,0.0,3.9
18.3,0.7,32.0,24.8,80.6,2.6,3.9
22.4,1.6,32.8,24.0,75.3,4.8,4.9
22.9,1.8,33.2,23.9,77.7,0.2,5.0
21.9,0.4,33.9,25.0,77.8,3.7,4.5
18.7,0.9,32.0,25.0,77.9,3.4,4.0
20.4,1.0,32.9,24.5,81.0,6.1,4.4
22.5,1.0,33.8,24.5,79.1,1.4,4.8
22.2,0.5,34.5,24.7,78.1,0.6,4.7
21.1,1.2,33.8,24.2,75.9,4.4,4.7
21.0,0.9,32.8,24.9,78.3,7.8,4.5
22.2,0.3,33.3,25.0,76.9,2.3,4.5
23.9,1.1,34.1,25.0,75.3,3.3,5.2
22.8,0.8,34.7,24.8,76.3,1.8,4.9
24.0,0.7,33.9,24.8,75.2,1.8,5.0
22.6,0.5,34.5,25.8,76.4,3.1,4.8
13.2,0.1,29.3,24.2,80.9,7.4,2.7
13.9,1.4,31.8,24.2,79.8,0.9,3.3
21.0,1.0,32.9,23.6,78.1,2.6,4.5
21.6,1.4,33.2,24.7,77.5,0.5,4.8
16.0,1.6,32.9,25.3,84.1,0.8,3.7
21.2,1.1,32.5,23.5,82.6,5.1,4.5
23.1,1.1,32.5,23.5,79.7,2.5,4.8
19.0,1.8,32.6,25.1,78.2,3.0,4.4
22.0,2.5,32.3,24.8,78.5,1.3,5.0
24.0,0.8,33.5,24.8,77.2,5.1,5.0
20.8,1.7,32.2,24.1,78.9,1.6,4.6
14.2,1.9,30.0,24.5,83.8,6.9,3.3
22.2,1.1,32.8,23.3,78.8,3.7,4.7
22.6,1.7,32.6,23.4,77.4,9.5,4.9
22.8,1.4,33.5,25.0,78.1,0.0,5.0
23.3,0.6,34.1,24.2,77.7,1.3,4.9
21.0,1.1,34.3,23.4,78.9,1.3,4.6
22.2,0.7,33.3,23.4,77.2,2.7,4.7
21.1,2.1,32.5,24.0,79.8,1.5,4.7
22.4,2.2,33.1,24.0,76.8,1.4,5.1
22.6,2.0,32.8,24.2,77.6,3.6,5.0
21.1,1.4,33.3,24.5,78.5,4.7,4.7
23.2,1.9,32.3,23.4,75.4,3.1,5.1
22.6,2.0,32.8,24.2,75.5,0.0,5.1
24.4,1.7,32.3,23.9,75.9,1.4,5.3
23.2,2.1,32.9,23.6,75.7,0.7,5.3
21.3,2.7,32.9,25.3,74.9,0.0,5.2
23.8,2.8,32.9,24.2,76.2,0.4,5.5
22.8,2.3,32.8,24.2,76.8,0.3,5.2
23.8,1.2,33.9,24.0,76.8,0.0,5.2
23.4,2.1,33.3,23.6,77.9,0.8,5.3
23.7,2.2,32.3,24.8,75.6,1.9,5.4
23.8,2.8,32.8,23.7,74.4,0.0,5.6
21.7,2.2,32.8,23.6,76.9,0.4,5.0
23.5,1.4,33.3,23.4,75.9,0.0,5.1
24.2,1.4,33.9,23.6,75.0,0.0,5.3
23.1,2.1,33.9,23.8,76.2,0.0,5.3
20.8,1.3,32.6,23.2,77.6,6.2,4.6
23.1,1.7,32.5,23.6,75.4,0.5,5.1
23.0,2.4,32.3,24.1,74.2,0.0,5.3
24.7,3.4,32.9,24.9,74.1,0.0,5.9
24.6,2.7,33.5,23.8,78.3,0.0,5.6
22.1,2.1,33.7,24.5,76.6,0.0,5.2
23.9,1.6,33.2,24.6,74.1,0.0,5.3
23.9,2.5,33.3,23.8,74.6,0.0,5.6
24.6,2.4,33.5,23.5,73.4,0.0,5.7
22.9,2.5,33.5,23.4,75.1,0.0,5.4
24.5,2.2,34.5,23.4,73.2,0.0,5.8
24.6,2.3,34.2,24.2,74.2,0.6,5.8
22.1,2.5,33.5,24.5,72.8,0.0,5.4
23.8,2.1,33.3,23.6,74.9,0.0,5.4
21.6,2.2,33.8,24.6,74.4,0.0,5.2
23.8,2.9,33.5,24.9,74.6,0.0,5.7
23.9,1.8,34.5,24.2,74.4,0.0,5.5
25.4,2.0,34.3,24.0,74.9,0.0,5.8
23.6,2.6,33.5,24.1,74.9,0.0,5.6
23.1,2.2,34.1,24.5,73.8,0.8,5.5
24.1,2.6,34.1,24.1,73.6,0.0,5.8
25.4,2.3,34.7,23.5,71.1,0.0,6.0
25.3,3.0,35.3,23.8,73.4,0.0,6.3
22.4,3.0,33.8,24.8,72.4,0.0,5.7
23.0,3.3,33.8,24.6,72.6,0.0,5.9
24.1,2.8,33.8,24.0,74.8,0.0,5.7
22.2,3.1,33.8,24.8,75.1,0.0,5.5
25.5,2.5,33.8,23.2,71.9,0.0,6.0
24.8,2.3,34.8,23.5,73.9,0.0,5.8
18.6,1.5,35.5,24.8,77.6,14.5,4.6
16.2,2.4,33.3,24.2,75.9,2.1,4.3
17.5,2.5,32.8,25.4,75.4,2.1,4.6
24.3,2.9,33.7,24.8,72.9,0.0,5.9
22.8,2.3,33.2,24.6,72.6,0.0,5.5
20.8,2.2,32.9,23.6,73.5,0.0,5.0
21.4,2.8,33.8,24.8,72.9,0.0,5.5
22.3,2.4,33.8,24.0,75.1,0.2,5.4
23.8,2.6,34.1,24.0,73.1,0.0,5.7
23.8,2.9,33.3,24.7,73.3,0.2,5.8
22.4,3.0,34.1,25.4,73.5,0.0,5.7
25.1,2.1,34.7,24.5,73.3,0.0,5.9
24.8,2.7,34.1,23.4,73.1,0.0,5.9
24.9,2.8,33.9,24.0,71.8,0.0,6.0
23.9,3.2,33.9,24.6,71.7,0.0,6.0
25.1,2.5,33.9,23.8,71.6,0.0,5.9
21.3,2.9,33.2,23.6,72.8,0.0,5.4
21.5,2.1,33.1,24.2,72.9,0.0,5.1
23.1,2.2,34.3,24.8,71.8,0.0,5.6
25.0,2.2,35.1,23.8,73.3,0.0,5.9
20.6,2.8,33.9,25.3,75.5,0.0,5.2
25.5,3.1,33.9,26.5,72.6,0.0,6.3
24.9,2.6,34.9,24.2,72.7,0.0,6.0
24.9,1.2,37.1,24.5,73.5,0.0,5.7
